post,words,words_count,hashtags,hashtags_count,label
"Siostry Olsen mają po  lata a wyglądają gorzej niż większość polskich kobiet po   ಠಠ
No może jeszcze nie mają afro i nadwagi

Jak ktoś się postara to nawet mimo ładnej japy i kasy będzie brzydki",siostra olsen maić latać wyglądać źle niż większość polski kobieta móc jeszcze nie maić afro nadwaga jak kto się postarać nawet mimo ładny japa kasa być brzydki,27,,0,1
"Ostatnio przyszła córka mojego brata lvl  i mówi że się nudzi
Mama narzekała później na brata że dziecko takie biedne że się nudzi że się nim nie zajmą nie zapewnią rozrywki Zeby nie było nie jest zaniedbywana jest jedynaczką ciągle jakieś małe wycieczki place zabaw itp itd

Wypomniałam jej czasy mojego dzieciństwa kiedy na moje wspomnienie o nudzie mogłam liczyć jedynie na rozbierz się i pilnuj ubrania to sie po dupie podrap albo to idź posprzątać pokój
Jakie u Was były hasełka",ostatnio przyszły córka mój brat lvl mówić się nudzić mama narzekać późno brat dziecko taki biedny się nudzić się nim nie zająć nie zapewnić rozrywka zeby nie być nie być zaniedbywać być jedynaczka ciągle jakiś mały wycieczka plac zabawa itp itd wypomnieć jej czas mój dzieciństwo kiedy mój wspomnienie nuda móc liczyć jedynie rozebrać się pilnować ubranie si dupa podrapać alba iść posprzątać pokój jaki wy były hasełko,68,,0,1
,,0,heheszki humorobrazkowy socjalizm,3,1
Jakby napis układał Wrocław to doszłoby do co najmniej trzech kolizji   ʖ,jakby napis układać Wrocław dojść najmniej trzy kolizja,8,codziennempk mpkwroclaw wosp heheszki wroclaw warszawa,6,1
"Przecież to jest kurwa dramat
Aktualnie z narzeczoną wynajmujemy mieszkanie w Gdańsku niedaleko stadionu Energii Oboje pracujemy w Olivia Bussiness Center Koszta wynajmu ok   właścicielce reszta czynsz i media
Patrzyliśmy dzisiaj na oferty mieszkań i to jest jebany żart Sensowne mieszkanie w neutralnej lokalizacji połączenie ceny za m zkomunikowaniu i czasu dojazdu do pracy kosztują minimum kzł styl PRL albo gównoikea po taniości

Ja zarabiam  netto moja partnerka niecałe  i nas po prostu nie stać na to Tzn kredyt pewnie nie byłby problemem bo to co teraz płacimy za wynajem byłoby na kredyt pomijam już fakt cen mieszkań i kwotę kredytu ale uzbieranie  na wkład własny jest dla mnie tylko w sferze fantazji Załóżmy że nie mamy żadnych oszczędności ostatni czas był w cholerę ciężki przeprowadzka lekarze samochód itd itp mieszkanie kosztuje ok kzł a my jesteśmy w stanie odłożyć ok złmsc  daje nam to kwotę do zebrania kzł co daje ponad  lata zbierania  w między czasie ceny mieszkań pójdą w górę więc i tak ten plan nie pyknie xD

Zapytacie  jak przy ponad k jesteśmy w stanie odłożyć tylko k  a no tak wygląda mieszkanie w Gdańsku przy założeniu że nie chcemy dziadować biedaczyć i za przeproszeniem żreć mielonki z biedry czy być na diecie chockoszokowej Staramy się żyć tak że nie odmawiamy sobie niczego  chodzimy do kina teatru na imprezy do restauracji kawiarni raz dwa razy w roku stać na na jakiś wypaśny wyjazd czy to gdzieś w polskę czy na zewnątrz Staramy się raczej jadać rzeczy trochę lepsze niż najtańsze gównożarcie w sklepach Mam pasję pod tytułem motoryzacja i mój samochód co generuje w sumie w ciągu roku spore kosztanp paliwo nawet do kzlmsc ale z tego nie zrezygnuje to w sumie jedyna rzecz która jest taka moja moja

Ale wiecie co w tym jest najgorsze  większość moich znajomych albo chociaż właścicielka mieszkania które wynajmuje de facto moja kumpela moja własne mieszkania i najczęściej drugie mieszkania na wynajem wiecie dzięki czemu  że dostali spadki po dziadkach i rodzice pomogli im dając sporą sumkę A u mnie co  gówno Dziadki żyją i moją się z roku na rok coraz lepiej a rodzice no cóż taka zwykła kalsa średnia która raczej nie jest w stanie odkładać kokosów
Zaczynam czuć żal do swojej rodziny że w żaden sposób nie są w stanie mi pomóc gdzie np moi rodzice dostali mieszkanie od moich dziadków i nie zapłacili nawet złamanego grosza

Jak tak dalej to będzie miało wyglądać to wiem że stracę chęć życia bo już teraz po ok  latach wynajmu mieszkać mam poczucię że jestem jebanym życiowym zerem który całe życie będzie ruchany przez mieszkaniowych januszy",przecież być kurwa dramat aktualnie narzeczony wynajmować mieszkanie gdański niedaleko stadion energia obój pracować Olivia bussiness center koszt wynajm właścicielka reszta czynsz media patrzyć dzisiaj oferta mieszkanie być jebać żart sensowny mieszkanie neutralny lokalizacja połączenie cena zkomunikowaniu czas dojazd praca kosztować minimum kzł styl PRL alba gównoikea taniość zarabiać netto mój partnerka niecały my prosty nie stać tzn kredyt pewnie nie być problem teraz płacić wynajem być kredyt pomijać już fakt cena mieszkanie kwota kredyt ale uzbierać wkład własny być dla miąć tylko sfera fantazja założyć nie mama żaden oszczędności ostatni czas być cholera ciężki przeprowadzka lekarz samochód itd itp mieszkanie kosztować kzł być stanąć odłożyć złmsc dawać my kwota zebranie kzł dawać ponad latać zbieranie między czas cena mieszkanie pójść góra więc tak ten plan nie pyknąć zapytać jak przy ponad być stanąć odłożyć tylko tak wyglądać mieszkanie gdański przy założenie nie chcieć dziadować biedaczyć przeproszenie żreć mielonka biedry czy bycie dieta chockoszokowy starać się życie tak nie odmawiać soba nic chodzić kino teatr impreza restauracja kawiarnia raz dwa raz rok stać jakiś wypaśny wyjazd czy gdzie Polska czy zewnątrz starać się raczy jadać rzecz trochę dobry niż tani gównożarcie sklep mieć pasja pod tytuł motoryzacja mój samochód generować sum ciąg rok spory kosztanp paliwo nawet kzlmsc ale ten nie zrezygnować sum jedyny rzecz który być taki mój mój ale wiedzieć ten być zły większość mój znajomy alba chociaż właścicielka mieszkanie który wynajmować facto mój kumpela mój własny mieszkanie często drugi mieszkanie wynajem wiedzieć dzięki czemu dostały spadek dziadkowie rodzice pomóc dawać spory sumka miąć gówno dziadek żyć mój się rok rok coraz dobrze rodzice cóż taki zwykły kalsa średni który raczy nie być stanąć odkładać kokos zaczynać czuć żal swój rodzina żaden sposób nie stanąć pomóc gdzie mój rodzice dostały mieszkanie mój dziadkowie nie zapłacić nawet złamany grosz jak tak daleko być mieć wyglądać wiedzieć stracić chęć życie już teraz lato wynajm mieszkać mieć poczucię być jebać życiowy zero który cały życie być ruchać przez mieszkaniowy januszy,329,nieruchomosci gdansk trojmiasto mieszkanie mieszkaniedeweloperskie,5,1
Nie możesz przejść obojętnie wobec głosu tego wielkiego człowieka,nie móc przejście obojętnie wobec głos ten wielki człowiek,9,muzyka muzykaoperowa kultura,3,1
,,0,heheszki tinder badoo pilkanozna,4,1
,,0,humorobrazkowy,1,1
,,0,heheszki humorobrazkowy porno,3,1
Kurczak,kurczak,1,,0,1
sery,ser,1,,0,1
ladna,ladna,1,,0,1
"Do wynajęcia nowoczesna kawalerka w wysokim standardzie PO REMONCIE

Ścisłe centrum miejsce parkingowe

Czynsz zł
odstępne dla właściciela zł
Ogrzewanie prąd woda CO według zużycia

ZAPRASZAM",wynajęcie nowoczesny kawalerka wysoki standard remont ścisły centrum miejsce parkingowy czynsz odstępny dla właściciel ogrzewanie prąd woda według zużycie zapraszać,20,heheszki wynajem warszawa bekazpodludzi nieruchomosci,5,1
Kto pamięta daje plusa   ʖ,kto pamiętać dawać plus,4,europadasielubic niemcy nostalgia,3,1
,,0,krakow heheszki wiedzmin netflix boldupy,5,1
I myk poszły pieniążki dla Orkiestry Pomagajcie dzieciakom i grajcie do końca świata i jeden dzień dłużej SIEMA   ʖ,myk pójść pieniążek dla orkiestra pomagać dzieciak grać koniec świat jeden dzień długo siema,14,wosp,1,1
,,0,,0,1
"Niedziela niehandlowa 
nie zachęcająca do opuszczania ciepłego gniazdka pogoda
zmęczenie po sobocie

To żaden problem

Możecie wspierać WOŚP nie wychodząc z domu

Tutaj  

Fot",niedziela niehandlowy nie zachęcający opuszczać ciepły gniazdko pogoda zmęczenie sobota żaden problem móc wspierać WOŚP nie wychodzić dom tutaj fot,20,wosp wosp2020 wspieram pomagam gramzwosp,5,1
Goddammit,goddammit,1,autokorekta,1,1
Mirki jak mi idzie,Mirka jak id,3,tinder,1,1
,,0,,0,1
"Jeżeli tak wygląda niebo

  to proszę mnie wpisać do kolejki na dobrowolną eutanazje",jeżeli tak wyglądać niebo prosić miąć wpisać kolejka dobrowolny eutanazja,10,cycki azjatki ladnapani nsfw figuraboners japonka,6,1
,,0,,0,1
"Jak to jest że każdy idol prawaków okazuje się być wcześniej czy później oszołomem

Stonoganiegdyś idol na wykopie namawiał do połączenia się Korwinistów Narodowców i Brauna wielki demaskator władzy obecnie skompromitowany oszust skończony cham któremu nie wierzy już nikt poza garstką sebiksów
Kolonkokilka lat temu każdy jego film lądował z płomieniem w hitach teraz uważany za kompletnego foliarza i oszołoma który stworzył ze swojego ruchu coś na wzór sekty
Cejrowskiuwielbiany na wykopie ciągle lądował na głównej obecnie wyśmiewany antyszczepionkowy foliarz i skrajnie religijny wariat
Sumliński w czasie kampanii prezydenckiej dzień w dzień pojawiał się na wykopie wykopki namawialy do czytania jego książki teraz skompromitowany plagiator
Wipler i Zawisza obaj często pojawiali się na wykopie byli propsowani przez prawaków a dzisiaj oboje skompromitowani po pijackich ekscesach Zawisza z zarzutami za spowodowanie wypadku bez prawka jazdę po alko Przemek z zarzutami za defraudację tysięcy złotych jego nazwisko stało się synonimem walenia konia
Korwin kochany na wykopie wciąż ma wielu zwolenników ale jednak coraz częściej kojarzy się z oszołmstwem i wygaduje kompletne brednie o klimacie lgbt pedofilii historii czy innych rzeczach mają tego świadomość jego zwolennicy i przed wyborami modlili się żeby Korwina zamknięto w szafie 
Michalkiewiczidol kucerii często jego pogadanki z samym sobą pojawiały się na wypoku teraz skompromitowany totalny cham który nazwał ofiarę księdza pedofila kurwą i upublicznił jej dane poza tym bez wstydu żebrał na mieszkanie u kuców 
Marian Kowalskiprzed wyborami prezydenckimi w  często pojawiał się na głównej miał tutaj sporo swoich zwolenników obecnie kompletnie skompromitowany znajmością z pseudopastorem Chojeckim i jego sektą i swoimi antyrozumnymi antynaukowymi teoriami które u niego wygłaszałze słynnym zaoraniem teorii ewolucji na czele 

kogoś pominąłem",jak być każdy idol praWaki okazować się bycie wcześnie czy późno oszołom stonoganiegdyś idol wykopać namawiać połączenie się korwinistów narodowiec Braun wielki demaskator władza obecnie skompromitowany oszust skończony cham który nie wierzyć już nikt poza garstka sebiksów kolonkokilka lato ten każdy on film lądować płomień hit teraz uważać kompletny foliarza oszołom który stworzyć swój ruch co wzór sekt cejrowskiuwielbiany wykopać ciągle lądować główny obecnie wyśmiewać antyszczepionkowy foliarz skrajnie religijny wariat Sumliński czas kampania prezydencki dzień dzień pojawiać się wykopać wykopki namawialy czytanie on książka teraz skompromitowany plagiator wipler Zawisza oba często pojawiać się wykopać były propsowani przez praWaki dzisiaj obój skompromitowany pijacki eksces Zawisza zarzut spowodować wypadek bez prawka jazda alka Przemek zarzut defraudacja tysiąc złoty on nazwisko stać się synonim waleń koń Korwin kochany wykopać wciąż wiele zwolennik ale jednak coraz często kojarzyć się oszołmstwem wygadywać kompletny brednia klimat lgbt pedofilia historia czy inny rzecz maić ten świadomość on zwolennica przed wybory modlić się żeby Korwin zamknąć szafa michalkiewiczidol kucerii często on pogadanka sam soba pojawiać się wypoku teraz skompromitowany totalny cham który nazwać ofiara ksiądz pedofil kurwa upublicznić jej dany poza ten bez wstyd żebrać mieszkanie kuc marianin kowalskiprzed wybory prezydencki często pojawiać się główny mieć tutaj sporo swój zwolennik obecnie kompletnie skompromitowany znajmością pseudopastor Chojecki on sekta swój antyrozumny antynaukowy teoria który on wygłaszałze słynny zaorać teoria ewolucja czoło kto pominąć,224,bekazprawakow neuropa urojeniaprawakoidalne 4konserwy heheszki,5,1
Ehh jedna z głównych ulic w Białymstoku blisko centrum XD,ehh jeden główny ulica Białystok blisko centrum,7,bialystok smiesznypiesek,2,1
miłego wtorku,miły wtorek,2,dziendobry,1,1
Pierwszy krok do bycia printofilem postawiony Teraz trzeba tylko specjalny stolik kupić nóżki antywibracyjne i odpowiednio gęsty tusz wydruki laserowe są mało analogowe Jeśli kolega się wciągnie odkryje że i wymiana bezpieczników sporo zmienia a i warto mieć oddzielną linię do drukowania i kondycjoner prądowy I wtedy można drukować,pierwszy krok bycie printofilem postawić teraz trzeba tylko specjalny stolik kupić nóżki antywibracyjny odpowiednio gęsty tusz wydruk laserowy mało analogowy jeśli kolega się wciągnąć odkryć wymiana bezpiecznik sporo zmieniać warto mieć oddzielny linia drukować kondycjoner prądowy wtedy możny drukować,39,heheszki humorobrazkowy audiovoodoo tonskladowy,4,1
Niech da plusa ten kto choć raz wbijał gwoździe tłuczkiem do mięsa   ʖ,niech plus ten kto choć raz wbijać gwóźdź tłuczek mięso,10,majsterkowanie dom,2,1
No elo   Jak się bawicie,elo jak się bawić,4,wosp wroclaw,2,1
,,0,wosp,1,1
,,0,,0,1
"Wolicie dać na

 



			    	    












 









Waszym zdaniem










 głosów 

WOŚP




 głosów 

Caritas",woleć dać wasz zdanie głos WOŚP głos Caritas,8,pytanie,1,1
"Codziennie pracuję na sprzęcie zakupionym dla szpitala przez WOŚP  robię USG opiekunki przywożą pacjentów na łóżkach przeciwodleżynowych Na neonatologii są inkubatory i inny sprzęt od Orkiestry
Dziś jest dzień gdzie możemy pomóc w tej wielkiej akcji Nikomu tego nie życzę ale los sprawia że nieraz z tego sprzętu możemy skorzystać i my",codziennie pracować sprzęt zakupić dla szpital przez WOŚP robić USG opiekunka przywozić pacjent łóżko przeciwodleżynowy neonatologia inkubator inny sprzęt orkiestra dziś być dzień gdzie móc pomóc ten wielki akcja nikt ten nie życzyć ale los sprawiać nieraz ten sprzęt móc skorzystać,41,wosp polska medycyna sluzbazdrowia,4,1
,,0,heheszki starypijany,2,1
,,0,rozwojosobistyznormikami niebieskiepaski przegryw humorobrazkowy,4,1
Tak było raz i smutek czułem wielki Te ciperki i cola których smaku nie zaznałem do dzisiaj śnią mi się po nocach Eh   ʖ,tak być raz smutek czuć wielki ciperki cola który smak nie zaznać dzisiaj śnić się noc,16,,0,1
Ściśnięta sprężyna waży więcej niż luźna,ścisnąć sprężyna ważyć dużo niż luźny,6,ciekawostki,1,1
"Kotkowy kubek najlepszy  ʖ

  Czekam aż ciasto drożdżowe na mini paczki wyrośnie   ʖ",kotkowy kubek dobry czekać ciasto drożdżowy mini paczka wyrosnąć,9,pokazmorde atencyjnyrozowypasek,2,1
,,0,,0,1
"w tym wątku screeny z gier w które graliśmy na szkolnych komputerach
ja zaczynam

  Elastomania",ten wątek screeny gra który grać szkolny komputer zaczynać elastomania,10,nostalgia gry staregry,3,1
Karol Linetty Sampdoria  Brescia,Karol Linetty sampdoria brescia,4,mecz golgif golgifpl seriea,4,1
,,0,heheszki,1,1
miesiące różnicy xD,miesiąc różnica,2,pokazkota kotrodemzpiekla,2,1
Poznajesz tego gościa  plusujesz,poznawać ten gościa plusujesz,4,spinacz windows windows95 windows98 komputer komputery pcmasterrace word office microsoft gimbynieznajo nostalgia kiedystobylo heheszki gownowpis,15,1
lata temu byłem niedźwiedziem,latać ten być niedźwiedź,4,prankothewolfdog,1,1
"Mateusz właśnie wracał ze swoich zajęć na politechnice zimny wiatr jak na złość wiał mu prosto w oczy Kolejny raz autobus uciekł mu prosto sprzed nosa Od dłuższego czasu nie był w stanie cieszyć się życiem Straciło on swój smak Gry nie sprawiały mu już takiej frajdy jak kiedyś zasiadał do komputera po to żeby zabić czas Koledzy z technikum z którymi kiedyś chodził na piwo albo mieli dziewczyny i imprezy albo wyjechali za granice na zmywak 
Nawet masturbacja nie była już tym lubieżnym i zakazany owocem co kilka lat wcześniej a po otarciu nektaru swojego spierdolenia zamykał oczy i marzył o tym żeby przestać istnieć 
Kiedy szedł tak pogrążony w swoich czarnych jak upragniona knaga plek myślach zauważył mijającą go parę 
Była to jego sąsiadka Kasia niska blondynka o anielskich oczętach i bujnych krągłościach 
Kasia była z natury łagodna i od najmłodszych lat starała się pomagać słabszym
Chodziła z Mateuszem razem do podstawówki kiedy chłopak był gnębiony zawsze stawała w jego obronie W zeszłym roku Mateusz zebrał się na odwagę i napisał do niej po długich konsultacjach na anonimowym forum zaprosił Kasie na kawę 
Ta zgodziła się jednak bardziej z grzeczności niż jakiegokolwiek zainteresowania jego osobą 
Była to jedyna randka Mateuszka od tamtego czasu zdarzały się tylko krótkie wymiany co tam na facebooku zawsze inicjowane przez chłopaka 

Teraz Kasia szła z wysokim niemal dwumetrowym chłopakiem którego fryzura przypominała pędzel Picassa Widać było że ten osbnik wygrał na życiowej loterii 
Szerokie barki wyraźnie zarysowana szczęka wąskie oczy łowcy Udało mu się zbić genetyczne bingo To wszystko sprawiało że na ulicy dziewczyny odrywały głowy od swoich smartfonów aby chociaż popatrzeć na uosobienie Adonisa 
Kasia szła rozbawiona jego chwytliwymi żarcikami i rozmytym od podniecenia wzrokiem spoglądała wysoko w górę na swoją zdobycz wzrokiem którego przegryw nigdy nie uświadczył 

Mateusz zaczął panikować chciał jak najszybciej zapaść się pod ziemie Co robić Uciekać Wyszedłby na idiotę Zawrócić Jeszcze gorzej Postanowił naciągnąć kaptur swojej kurtki jeszcze mocniej na głowę po cichu licząc że go nie zauważą 

Jednak Kasia zbyt często widziała już jego zgarbioną sylwetkę żeby go nie poznać 

 HejMati Co tam  zagadała uśmiechając się jak aniołek 

  CzCześć Kasia A wracam z uczelni  odburknął cicho 

 Ooooo my też Jakby co to Kacper mój kolega z roku  ciągnęła dziewczyna 

 Miło poznać  wymamrotał Mati a uścisk dłoni Kacpra omal nie pomałamł palców przegrywowi 

 Masa nauki przed sesją co nie  kontynuowała Kasia 

 Tak kolokwium z analizy matematycznej nie będzie takie łatwe  przytaknął starając się zachować spokój 

 Wiemy coś o tym my będziemy mysieli oddać pracę na Sztukę Kreatywnego Myślenia Niezły zapieprz  Kasia studiowała Socjologie Problemów Społecznych 

 Nie ma czasu na naukę od czwartu do soboty cały czas impreza  odezwał się głębokim i melodyjnym głosem towarzysz Kasi 

 Ta jasne  odburknął swoim skrzekliwym głosikiem Mateusz 

 Może wyjdziesz z nami w ten weekend co ty na to  rzuciła Kasia która chciała być miła

Zarówno Mati jak i stojący obok  MĘŻCZYZNA skrzywili się na samą myśl o tym 

 Może lepiej nieee  Próbował wybrnąć z tego Mati

 Nie przyjmuję odmowy Musisz z nami iść Będzie fajnie zobaczysz Jeśli z nami nie pójdziesz to się obrażę  uparła się dziewczyna 

Mateusz próbował coś wykąbinować ale zapowietrzył się i zaczął bełkotać 
Towarzysz Kasi klepnął go protekcjonalnie w plecy tak mocno że tamtemu omal nie pękł kręgosłup pomiędzy kręgami C a C

Do zobaczenia na dancingu w sobotę byku  z zawiadackim uśmieszkiem rzucił Kacper 

Para ruszyłą w swoją stronę oboje głośno się śmiejąc Nie wiadomo dlaczego ale Mati pomyślał że to on jest obiektem kpin 
Kiedy obejrzał się za siebie zobaczył jak Kacper trzyma dłoń na pośladkach Kasi a ona wyraźnie jest tym faktem uradowana 

Po tych wydarzeniach podróż do domu była jeszcze dłuższa i pogrążająca

W co miałby się ubrać Skąd wziąć pieniądze na alkohol w klubie Obiecał sobie że pomyśli o tym później teraz miał dużo nauki 

Kiedy wszedł już do mieszkania poczuł odpychający zapach kotletów smażonych na starym tłuszczu Sytuacja finansowa nie była zbyt dobra a rodzice ostatnimi czasy obcinali wydatki jak tylko się dało by nie wpaść w spiralę kredytów 

Starał się niezauważalnie przemknąć do swojego pokoju jednak jego matka niczym pies myśliwski wyczuła że przybył 
Wyszła z kuchni i oskarżycielsko spojrzała na konsekwencje pewnej letnie zabawy sprzed dwudziestu paru lat Nie dość że zrujnował jej organizm i urodę to teraz jeszcze był darmozjadem dodatkowym obiążeniem 

 Znalazłeś już mieszkanie  bezpardonowo przeszła do sedna 

 Hej mamo  odburknął Mateusz zły że matka znowu wraca do tego tematu 

 Córka mojej koleżanki wynajmuje ze swoim narzeczonym trzypokojowe lokum pracują w korporacjach pomagają nawet rodzicom A ty co Nie masz wstydu  morze goryczy i złych wyborów życiowych wylewały się z tej podstarzałej kobiety

 Mamo już ci tłumaczyłem że to nie jest takie łatwe  Mateusz starał się powstrzymać łzy 

 Gówno Twój ojciec w twoim wieku miał pracę samochód i mieszkanie A ty tylko ten komputer i gierki  krzyczała coraz głośniej mama Mateusza

 Ja się uczę jeszcze parę lat i będę zarabiał piętnaście tysięcy  wrzasnął chłopak 

 To wtedy przyjmiemy cię z powortem ale od teraz masz się wyprowadzić Jutro rano ma cię tu nie być  powiedziała twardo 

 Ale mamo

 Powiedziałam  kobieta trzasnęła drzwiamy od kuchni i tak skończyła się rozmowa 

Mateusz udał się do swojego pokoju wtulił twarz w poduszkę i krzyczał z całych sił Przez jego głowę galopowało stado myśli a każda kolejna była bardziej gorzka od poprzedniej 
Kasia Kacper brak miłości bieda niski wzrost brak pewności siebie zakola brak zrozumienia 
To wszystko wpędzało go w najczarniejszą otchłań Wycieńczony płaczem zasnął z nadzieją że nie będzie się musiał już budzić",Mateusz właśnie wracać swój zajęcia politechnika zimny wiatr jak złość wiać prosto oczyć kolejny raz autobus uciec prosto sprzed nos długi czas nie być stanąć cieszyć się życie stracić swój smak gra nie sprawiać już taki frajda jak kiedy zasiadać komputer żeby zabicie czas kolega technikum który kiedy chodzić piwo alba mieć dziewczyna impreza alba wyjechać granica zmywak nawet masturbacja nie były już ten lubieżny zakazany owoc kilka lato wcześnie otarcie nektar swój spierdolić zamykać oczyć marzyć ten żeby przestać istnieć kiedy iść tak pogrążyć swój czarny jak upragniony knaga plek myśl zauważyć mijać para były on sąsiadka Kasia niski blondynka anielski oczęta bujny krągłości Kasia były natura łagodny najmłodsi lato starać się pomagać słaby chodzić Mateusz razem podstawówka kiedy chłopak być gnębić zawsze stawać on obrona zeszły rok Mateusz zebrać się odwaga napisać on długi konsultacja anonimowy forum zaprosić kasa kawa zgodzić się jednak bardzo grzeczności niż jakikolwiek zainteresowanie on osoba były jedyny randka Mateuszek tamten czas zdarzać się tylko krótki wymian tam facebook zawsze inicjować przez chłopak teraz Kasia iść wysoki niemal dwumetrowy chłopak który fryzura przypominać pędzel Picasso widać być ten osbnik wygrać życiowy loteria szeroki bark wyraźnie zarysowany szczękać wąski oczyć łowca udać się zbić genetyczny bingo wszystek sprawiać ulica dziewczyna odrywać głowa swój smartfon aby chociaż popatrzeć uosobienie adonis Kasia iść rozbawiony on chwytliwy żarcik rozmyć podniecenie wzrok spoglądać wysoko góra swój zdobycz wzrok który przegryw nigdy nie uświadczyć Mateusz zacząć panikować chcieć jak szybko zapaść się pod ziemia robić uciekać wyjść idiota zawrócić jeszcze źle postanowić naciągnąć kaptur swój kurtka jeszcze mocno głowa cichy liczyć nie zauważyć jednak Kasia zbyt często widzieć już on zgarbiony sylwetka żeby nie poznać hejmati tam zagadać uśmiechać się jak aniołek czcześć Kasia wracać uczelnia odburknąć cicho ooooo tenże jakby Kacper mój kolega rok ciągnąć dziewczyna miło poznać wymamrotać mati uścisk dłoń Kacper omal nie pomałamł palec przegrywowi masa nauka przed sesja nie kontynuować Kasia tak kolokwium analiza matematyczny nie być taki łatwy przytaknąć starać się zachować spokój wiedzieć co ten być mysieli oddać praca sztuka kreatywny myślenie niezły zapieprzyć Kasia studiować socjologia problem społeczny nie czas nauka czwartu sobota cały czas impreza odezwać się głęboki melodyjny głos towarzysz Kasia jasny odburknąć swój skrzekliwy głosik Mateusz móc wyjść my ten weekend rzucić Kasia który chcieć bycie miły zarówno mati jak stojący obok mężczyzna skrzywić się sam myśl ten móc dobrze nieee próbować wybrnąć ten mati nie przyjmować odmowy musieć my iścić być fajnie zobaczyć jeśli my nie pójść się obrazić uprzeć się dziewczyna Mateusz próbować co wykąbinować ale zapowietrzyć się zacząć bełkotać towarzysz Kasia klepnąć protekcjonalnie plecy tak mocno tamten omal nie pęknąć kręgosłup pomiędzy kręg zobaczenie dancing sobota byk zawiadackim uśmieszek rzucić Kacper para ruszyłą swój strona obój głośno się śmieć nie wiadomo dlaczego ale mati pomyśleć być obiekt kpina kiedy obejrzeć się siebie zobaczyć jak Kacper trzymać dłoń pośladek Kasia on wyraźnie być ten fakt uradować ten wydarzenie podróż dom były jeszcze długi pogrążać mieć się ubrać skąd wziąć pieniądz alkohol klub obiecać soba pomyślić ten późno teraz mieć dużo nauka kiedy wejść już mieszkanie poczuć odpychający zapach kotlet smażyć stary tłuszcz sytuacja finansowy nie były zbyt dobry rodzice ostatni czas obcinać wydatek jak tylko się dać nie wpaść spirala kredyt starać się niezauważalnie przemknąć swój pokój jednak on matka nic pies myśliwski wyczuć przybyć wyjść kuchnia oskarżycielsko spojrzeć konsekwencja pewny letni zabawa sprzed dwadzieścia par lato nie dość zrujnować jej organizm uroda teraz jeszcze być darmozjad dodatkowy obiążeniem znaleźć już mieszkanie bezpardonowo przeszły sedno hej mama odburknąć Mateusz zły matka znowu wracać ten temat córka mój koleżanka wynajmować swój narzeczony trzypokojowy lokum pracować korporacja pomagać nawet rodzic nie mieć wstyd morze gorycz zły wybory życiowy wylewać się ten podstarzały kobieta mama już tłumaczyć nie być taki łatwy Mateusz starać się powstrzymać łza gówno twój ojciec twój wiek mieć praca samochód mieszkanie tylko ten komputer gierka krzyczeć coraz głośnie mama Mateusz się uczyć jeszcze para lato być zarabiać piętnaście tysiąc wrzasnąć chłopak wtedy przyjąć ty powortem ale teraz mieć się wyprowadzić jutro rano ty nie bycie powiedzieć twardo ale mama powiedzieć kobieta trzasnąć drzwiamy kuchnia tak skończyć się rozmowa Mateusz udać się swój pokój wtulić twarz poduszka krzyczeć cały siła przez on głowa galopować stado myślić każdy kolejny były bardzo gorzki poprzedni Kasia Kacper brak miłość bieda niski wzrost brak pewność siebie zakolać brak zrozumienie wszystek wpędzać czarny otchłań wycieńczyć płacz zasnąć nadziać nie być się musieć już budzić,732,zwiazki seks logikaniebieskichpaskow niebieskiepaski tfwnogf stulejacontent blackpill blackpillraw przegryw spierdolenie redpill bluepill rozowepaski logikarozowychpaskow codziennyblackpill pasta,16,1
Młoda Anna Dymna Idealnie wygląda na tym zdjęciu   ʖ,młody Anna dymny idealnie wyglądać ten zdjęcie,7,,0,1
de rats to nadmapa,rats nadmapa,2,,0,1
,,0,heheszki smiesznekotki kitku memy,4,1
Kacper na eurosporcie to przewysłannik Czysta poprawna dykcja ale przede wszystkim merytoryczny przekaz bez owijania i pieprzenia farmazonów To samo z wywiadami Na luzie ale i z konkretami Szanujesz  plusujesz,Kacper eurosport przewysłannik czysty poprawny dykcja ale przed wszystek merytoryczny przekaz bez owijać pieprzyć farmazon sam wywiad luz ale konkret szanować plusujesz,22,skoki skokinarciarskie,2,1
Anais Zanotti,anais zanotti,2,nsfw tyleczki,2,1
,,0,,0,1
,,0,heheszki dzieci,2,1
,,0,nsfw cycki ladnapani,3,1
