post,words,words_count,hashtags,hashtags_count,label
"







            Mireczki pomóżcie Pracuję jako nauczyciel matematyki od tego roku szkolnego w jednej z dobrych licbaz w  W jednej z moich klas jest pewna Julka która mocno się opuściła w nauce w ostatnich miesiącach odkąd zaczęła chodzić z takim jednym Oskarkiem szkolnym łobuzem Właśnie kończy się pierwsze półrocze musiałem wystawić jej zagrożenie Rozmawiałem z nią o tym dzisiaj po lekacjach powoedziałem że będę musiał wysłać informację o zagrożeniu do jej starych Podczas rozmowy dziwnie się nachylała wypinała ale pomyślałem że pewnie mi się wydaje od tego  Powiedziała tylko że ona jeszcze pomyśli co z tym zrobić i słodko się uśmiechnęła na dowidzenia Właśnie napisała do mnie na  że będzie problem z wysłaniem tej informacji o zagrożeniu bo zapomniała mi powoedzieć że jej starzy są teraz przez miesiąc na nartach w  i została sama w domu na ten czas Później to dopiero się zaczęło napisała czy nie możemy załatwić tego w inny sposób Zapytałem w jaki W odpowiedzi wysłała mi nudesa i emoji z buźkami Podała swój adres i powiedziała że czeka na mnie i zadeklarowała że nikt się o niczym nie dowie i to będzie nasza słodka tajemnica Ja pierdole pomóżcie mi co robić ręce mi się trzęsą nie wiem co jej odpisać boje się przypału bo to pierwsza gównopraca po studiach z drugiej strony suka jest mocno płodna i chuj aż mi wystrzelił w spodniach na widok tego zdjęcia Załączam tylko urywek nudesa żeby nie było przypału
Szybko pomóżcie bo szykuję się już żeby iść do niej

          



			    	    












 








",Mireczek pomóc pracować jaka nauczyciel matematyka ten rok szkolny jeden dobry licbaz jeden mój klasa być pewny Julka który mocno się opuścić nauka ostatni miesiąc odkąd zacząć chodzić taki jeden oskarkiem szkolny łobuz właśnie kończyć się pierwszy półrocze musieć wystawić jej zagrożenie rozmawiać on ten dzisiaj lekacjach powoedziałem być musieć wysłać informacja zagrożenie jej stary podczas rozmowy dziwnie się nachylać wypinać ale pomyśleć pewnie się wydawać ten powiedzieć tylko on jeszcze pomyślić ten zrobić słodko się uśmiechnąć dowidzieć właśnie napisać miąć być problem wysłanie ten informacja zagrożenie zapomniały powoedzieć jej stary teraz przez miesiąc narta zostać sam dom ten czas późno dopiero się zacząć napisać czy nie móc załatwić ten inny sposób zapytać jaki odpowiedź wysłać nudesa emoji buźka podać swój adres powiedzieć czekać miąć zadeklarować nikt się nic nie dowiedzieć być nasz słodki tajemnica pierdoła pomóc robić ręka się trząść nie wiedzieć jej odpisać boj się przypał pierwszy gównopraca studia drugi strona suka być mocno płodny chuj wystrzelić spodnie widok ten zdjęcia załączać tylko urywek nudesa żeby nie być przypał szybko pomóc szykować się już żeby iścić on,179,warszawa nofapchallenge facebook austria licbaza studbaza szkola matura plodnajulka prokuratorboners zalesie chwalesie nsfw,13,1
"







            Były ubek według propagandowej TVP to wg córki były powstaniec i pracownik WUBP z letni stażem stoczniowiec

   do sprawy odniosła się córka Tadeusza Staszczyka  Mój tata pochodzi z Warszawy i jako młody chłopiec brał udział w Powstaniu Warszawskim On i jego brat byli w Szarych Szeregach i o Staszczykach można dzisiaj przeczytać nawet w muzeum Po wojnie nie mieli do czego wracać bo ich dom został zrujnowany Mój dziadek  a jego ojciec  wyjechał do Szczecina i zakładał tam fabrykę Junaka Wtedy też ściągnął tam mojego tatę  opowiada córka

  Dalej relacjonuje że po wojnie jej tata został najpierw przymusowo wcielony do wojska a potem zatrudnił się Wojewódzkim Urzędzie Bezpieczeństwa Publicznego w Szczecinie  To był wtedy jeden z niewielu zakładów pracy Najpierw był tam na stanowisku referenta potem szkolił ludzi z obsługi broni ale w końcu sam się zwolnił po niecałych czterech latach pracy Następnie zatrudnił się w stoczni w Szczecinie i tam już pracował aż do emerytury  tłumaczy



     


			    	    












 








",były ubek według propagandowy TVP córka były powstaniec pracownik wubp letni staż stoczniowiec sprawa odnieść się córka Tadeusz Staszczyk mój tata pochodzić warszawa jaka młody chłopiec brać udziać powstanie warszawski on brat były szary szereg Staszczyk możny dzisiaj przeczytać nawet muzeum wojna nie mieć czego wracać on dom zostać zrujnować mój dziadek on ojciec wyjechać szczecina zakładać tam fabryka junak wtedy tenże ściągnąć tam mój tata opowiadać córka daleko relacjonować wojna jej tata zostać najpierw przymusowo wcielony wojska potem zatrudnić się wojewódzki urząd bezpieczeństwo publiczny szczecina być wtedy jeden niewiele zakład praca najpierw być tam stanowisko referent potem szkolić człowiek obsługa bronić ale koniec sam się zwolnić niecały cztery lato praca następnie zatrudnić się stocznia szczecina tam już pracować emerytura tłumaczyć,121,tvpis neuropa polska szczecin,4,1
"







            Ja Idealna aukcja WOŚP nie istnieje
MPK Wrocław 
Ja

  



			    	    












 








",idealny aukcja WOŚP nie istnieć MPK Wrocław,7,wroclaw mpkwroclaw,2,1
"







            Jagnięcym futerkiem wałek pokryty
Na metalowym leży regale
Trochę widoczny choć trochę skryty
Przywodzi na myśl tarzańskie hale

Czyją to była owa owieczka
Której futerkiem malujesz krużganek
Hasała po łąkach jak tancereczka
A teraz po niej pozostał ten wałek

  



			    	    












 








",jagnięcy futerko wałek pokryć metalowy leżeć regale trochę widoczny choć trochę skryty przywodzić myśl tarzańskie hala czyj były ow owieczka który futerko malować krużganek hasać łąka jak tancereczka teraz on pozostać ten wałek,33,heheszki zawszesmieszy,2,1
"







            Zebrał wódz irański Chamenei całą swoją armię na naradę wojenną
 Irańczycy Czy jesteśmy wielkim narodem
 Taaaaaaaak
 To dlaczego nie mamy własnej rakiety z ładunkiem nuklearnym
  Zbudujemy
 Zbudujemy
 Huuuuraaaa
Ścieli więc maczetami największy baobab w okolicy wydrążyli go w trudzie i znoju według starej irańskiej receptury wyprodukowali proch napchali go do wydrążonego pnia zapletli linę z lian i jako lont wyprowadzili na zewnątrz rakiety
 A gdzie ją wystrzelimy
 Na Nowy York
 A dlaczego na Nowy York
 Bo to jedyne miasto wroga jakie znamy
Napisali na rakiecie Na Nowy York zbili się w gromadę i podpalili lont
Jak nie huknęło Prawdziwy Armagedon dym swąd wszystkich rozrzuciło w promieniu kilkunastu metrów
Wódz bez nogi bez ręki podnosi głowę otrzepuje się z kurzu i mówi
 Ja pieolę Wyobrażacie sobie co się dzieje w Nowym Yorku
    


			    	    












 








",zebrać wódz irański chamenei cały swój armia narada wojenny Irańczyk czy być wielki naród taaaaaaaak dlaczego nie mama własny rakieta ładunek nuklearny zbudować zbudować huuuuraaaa ścielić więc maczeta duży baobab okolica wydrążyć trud znój według stary irański receptura wyprodukować proch napchać wydrążyć pień zapleść lina liana jaka lont wyprowadzić zewnątrz rakieta gdzie wystrzelić nowy york dlaczego nowy york jedyny miasto wrogi jaki znać napisać rakieta nowy york zbić się gromada podpalić lont jak nie huknąć prawdziwy armagedon dym swąd wszyscy rozrzucić promień kilkanaście metr wódz bez noga bez ręka podnosić głowa otrzepywać się kurz mówić pieolę wyobrażać soba się dziać nowy york,102,wojna iran usa,3,1
"







            Nagranie rakiet

 



			    	    












 








",nagranie rakieta,2,iran,1,1
"







            Takiego prezydenta potrzebuje usa 
 



			    	    












 








",taki prezydent potrzebować USA,4,iran,1,1
post,words,words_count,hashtags,hashtags_count,label
"







            Mirki heheszki heheszkami

Ale nie zapominajmy czyja to wina Ten rudy idiota milioner który sam nie doszedł do żadnych pieniędzy celebryta gwiazda dennych programów telewizyjnych nałogowy kłamca wciąga świat w wir wojny której ostateczną skalę trudno przewidzieć

 W maju  wycofał USA z umowy dot irańskiego programu nuklearnego co doprowadziło do załamania się całego traktatu

  stycznia  zamordował drugą osobę w państwie irańskim gen Solejmaniego świadomie doprowadzając konflikt do wrzenia

Kurwa jebać go
  



			    	    












 








",Mirka heheszki heheszkami ale nie zapominać czyj wina ten rudy idiota milioner który sam nie dojść żaden pieniądz celebryta gwiazda denny program telewizyjny nałogowy kłamca wciągać świat wir wojna który ostateczny skala trudno przewidzieć maj wycofać USA umowy Dota irański program nuklearny doprowadzić załamanie się cały traktat styczeń zamordować drugi osoba państwo irański gen solejmaniego świadomie doprowadzać konflikt wrzenie kurwa jebać,61,iran,1,1
"







            Rozdajo z poprzedniego posta sobie zbiera plusiki to idąc za ciosem chciałem się Wam pochwalić inną deską tym razem z dębu  Kuzyn spejalnie zotawił część kory

      



			    	    












 








",rozdajo poprzedni posta soba zbierać plusiki iść cios chcieć się wy pochwalić inny deska ten razem dąb kuzyn spejalnie zotawił część kora,22,rudewood hobby diy rekodzielo majsterkowanie stolarstwo,6,1
"







            Ps Z ananasem   ʖ 

     



			    	    












 








",ananas,1,heheszki pracbaza dziendobry rannazmiana smiesznypiesek,5,1
"







            Otwieram swój schron na wojne nuklearną Koszt  plusik
 


			    	    












 








",otwierać swój schron wojne nuklearny koszt plusik,7,iran,1,1
"







               



			    	    












 








",,0,heheszki bekazprawakow dzbanywiary,3,1
"







            Tak byo
 



			    	    












 








",tak byo,2,iran,1,1
"







            dobrze że w Polsce jest noc jakby wojna wybuchła w dzień to wykop by jebnął od razu i nie miałbym skąd info brać XD
 


			    	    












 








",dobrze Polska być noc jakby wojna wybuchły dzień wykop jebnąć raz nie mieć skąd info brać,16,iran,1,1
"







                  



			    	    












 








",,0,nsfw ladnapani figuraboners tyleczki nogi szpilki,6,1
"







            LISTA OBECNOŚCI    godz 

 


			    	    












 








",lista obecność godz,3,iran,1,1
"







                



			    	    












 








",,0,heheszki humorobrazkowy bekazpisu bekazprawakow,4,1
"







            Idę do sądu trybunału telewizji na policję 

   



			    	    












 








",iść sąd trybunał telewizja policja,5,madka heheszki humorobrazkowy,3,1
"







            Źródło MOR Oczywiście wykorzystali fakt że wczoraj o  kończyły się skoki
 



			    	    












 








",źródło mor oczywiście wykorzystać fakt wczoraj kończyć się skok,9,tvpis,1,1
"







               



			    	    












 








",,0,nsfw milf kontenerynamleko,3,1
"







             



			    	    












 








",,0,heheszki,1,1
"







            x
D
 



			    	    












 








",,0,wroclaw,1,1
post,words,words_count,hashtags,hashtags_count,label
"







            Jeżeli inni nie mają odwagi zróbmy to my POLACY ZBIERZMY GRUPĘ  POLAKÓW POD WIĘZIENIEM NA BIAŁOŁĘCE W ŚRODKU TŁUMU PATUSY Z NOSZAMI ŻEBY PRZENIEŚĆ ZBYSZKA DO AUTA KTÓRE BĘDZIE STAŁO POD BRAMĄ WIĘZIENIA NIECH NA ZEWNĄTRZ CZEKA BARDZO DUŻO AUT ODPALONYCH Z KIEROWCAMI POKOJOWO WCHODZIMY DO PIERDLA IDZIEMY I NIE ZAPRZYMUJEMY SIĘ OTACZAMY STRAŻ WIĘZIENNA POLAKI ROZKUWAJA STONOGE I PRZYGOTOWUJĄ DO WYNIESIENIA I WYCHODZIMY ONI W ŚRODKU OSLANIANI IDZIEMY WSZYSCY PRZED I ZA ZEBY NIKT NAS NIE ZATRZYMAŁ I CIĄGLE BLOKUJEMY DOSTEP POLICJI I STRAŻY WIEZIENNEJ DO ZBYSZKA I KIEROWCY W AUCIE SŁUCHAJCIE KACZYŃSKI I ZIOBRO GO ZABIJĄ JAK BĘDZIEMY CZEKAĆ

  



			    	    












 








",jeżeli inny nie maić odwaga zrobić Polak zebrać grupa polak pod więzienie Białołęka środek tłum patusy nosza żeby przenieść Zbyszek auto który być stać pod brama więzienie niech zewnątrz czekać bardzo dużo aut odpalić kierowca pokojowo wchodzić pierdel iść nie zaprzymujemy się otaczać straż więzienny polak rozkuwaja stonoge przygotowywać wynieść wychodzić on środek oslaniani iść wszystek przed zeby nikt my nie zatrzymać ciągle blokować dostep policja straż wieziennej Zbyszek kierowca aut słuchać Kaczyński ziobro zabić jak być czekać,78,stonoga,1,1
"







            Wojna USA vs Iran 
Bilans
Jeden zastrzelony Ukrainski samolot XD
 


			    	    












 








",wojna USA Iran bilans jeden zastrzelić ukrainski samolot,8,iran,1,1
"







            Pierwszym trzydziestu osobom które dadzą plusa wyślę folder z GB zdjęć NSFW i specjalną paczką od Pani która wysyłała nudesy za wpłacenie  na Australię   ʖ  Wysyłam po    ʖ                 			


			    	    












 








",pierwszy trzydzieści osoba który dać plus wysłać folder zdjęcia nsfw specjalny paczka pani który wysyłać nudesy wpłacić Australia wysyłać,19,,0,1
"







            Jak oduczyć dziada żeby tam nie wchodził
   



			    	    












 








",jak oduczyć dziad żeby tam nie wchodzić,7,pytanie pokazkota wiedzmin3,3,1
"







            Z OSTATNIEJ CHWILI PRZYWÓDCA DUCHOWY IRANU EWAKUUJE SIĘ Z KRAJU 
   



			    	    












 








",ostatni chwila przywódca duchowy Iran ewakuować się kraj,8,iran usa heheszki,3,1
"







            Ja pierd skręca mnie gdy sobie pomyślę że chodzę po tej samej planecie co takie jednostki XD

   



			    	    












 








",pierd skręcać miąć gdy soba pomyśleć chodzić ten sam planet taki jednostka,12,chajzer gargamel cotusieodpierdala,3,1
"







                 



			    	    












 








",,0,wojna usa iran heheszki humorobrazkowy,5,1
"







            Jak dalej będzie taki ruch na tagu o  w nocy to obawiam się ze kolejnym miejscem wybuchu może być lokalizacja serwerów wykopu XDDDDDDDDD
 


			    	    












 








",jak daleko być taki ruch tag noc obawiać się kolejny miejsce wybuch móc bycie lokalizacja serwer wykop xddddddddd,18,iran,1,1
"







             
Wiecie co zacząłem swoje działania na wykopie prawie  lat temu wykopem odnośnie tego że mirek zbierał pieniądze na rozbudowę stolarni garażowej bo chce pomóc ojcu rozwinąć biznes i wykopki uzbierały na to kilka tysięcy złotych on kupił sprzęt i działał dalej 
Ja w międzyczasie miałem w domu identyczną sytuację tylko postanowiłem zrobić to samo co on  lat później bez zbierania pieniędzy 
W międzyczasie na wykopie pojawił się jeden mirek który wrócił z Anglii i opisał swój przypadek jak po kilku chyba miesiącach zbankrutował na robieniu mebli na wymiar w Polsce a na wyspach szło mu to świetnie nie zrażałem się chociaż nie było kolorowo już w tym czasie 

I wiecie co

 kilkaset wykonanych projektów
 w szczycie  pracowników
 najdroższa kuchnia za  zł brutto 
 największe zlecenie na  zł netto 

i dzisiaj rozpoczynamy procedurę zamykania firmy

 pracowników 
 leasingów do scedowania na kilkaset tysięcy
  zł długu w banku

Piszę to jako przestrogę dla każdego początkującego przedsiębiorcy każdego meblarza stolarza kogokolwiek 
Właściwie nie wiem co bardziej dało popalić pracownicy klienci czy Państwo 

Ale wiecie co lżej mi na duchu

Kończy się pewien etap 

 praca po kilkanaście godzin dziennie codziennie
 czasami spanie na warsztacie
 wynagradzanie pracowników po  zł samemu zarabiając np  zł albo i nic 
 wieczne pretensje klientów o  mm szparę między szufladami
 nieterminowość podwykonawców 
 nagłe sytuacje awaryjne czasami w środku nocy
i wiele wiele innych spraw

 
 
Post dodany za pomocą skryptu AnonimoweMirkoWyznania    Zaakceptował 
Dodatek wspierany przez   


			    	    












 








",wiedzieć zacząć swój działanie wykopać prawo lato ten wykop odnośnie ten Mirek zbierać pieniądz rozbudowa stolarnia garażowy chcieć pomóc ojciec rozwinąć biznes wykopki uzbierać kilka tysiąc złoty kupić sprzęt działać daleko międzyczas mieć dom identyczny sytuacja tylko postanowić zrobić sam lato późno bez zbieranie pieniądz międzyczas wykopać pojawić się jeden Mirek który wrócić Anglia opisać swój przypadek jak kilka chybać miesiąc zbankrutować robić mebel wymiar Polska wyspa iść świetnie nie zrażać się chociaż nie być kolorowo już ten czas wiedzieć kilkaset wykonać projekt szczyt pracownik najdroższa kuchnia brutto duży zlecenie netto dzisiaj rozpoczynać procedura zamykać firma pracownik leasing scedować kilkaset tysiąc dług bank pisać jaka przestroga dla każdy początkujący przedsiębiorca każdy meblarz stolarz ktokolwiek właściwie nie wiedzieć bardzo dać popalić pracownica klient czy państwo ale wiedzieć lekce duch kończyć się pewien etap praca kilkanaście godzina dziennie codziennie czas spanie warsztat wynagradzać pracownik sam zarabiać alba nic wieczny pretensja klient szpara między szuflada nieterminowość podwykonawca nagły sytuacja awaryjny czas środek noc wiele wiele inny sprawa post dodać pomoc skrypt anonimowemirkowyznania zaakceptować dodatek wspierać przez,173,anonimowemirkowyznania,1,1
"







             
 



			    	    












 








",,0,heheszki rolnictwo,2,1
"







            Co się stanie gdy kot usiądzie na dotykowym przycisku który steruje światłem w piekarniku

Więcej ciekawostek technologicznych  ﾟ  ﾟ 
        



			    	    












 








",się stanąć gdy kot usiąść dotykowy przycisk który sterować światło piekarnik dużo ciekawostka technologiczny,14,xdforbot technologia ciekawostki elektronika smiesznekotki koty kalkazreddita,7,1
"







             Szeregowy dlaczego macie niewypastowane buty
 Chj to pana obchodzi panie sierżancie
 Co DLACZEGO MACIE KRWA NIEWYPASTOWANE BUTY
 Pasta mi się skończyła panie sierżancie
 CHJ MNIE TO OBCHODZI
 No przecież mówiłem

   


			    	    












 








",szeregowy dlaczego mieć wypastować but chj pan obchodzić pani sierżant dlaczego mieć krwa wypastować but pasta się skończyć pani sierżant chj miąć obchodzić przecież mówić,25,heheszki dowcip wojsko,3,1
"







            Prosze nie napierdalać rakietami nad Europą psy sie ich boją bardziej niż fajerwerek 

  



			    	    












 








",prosze nie napierdalać rakieta nad Europa pies si on bać bardzo niż fajerwerek,13,wojna iran,2,1
"







            Podstawą zbilansowanej diety każdego singla to pełnowartościowy posiłek każdego dnia
  w sumie to  



			    	    












 








",podstawa zbilansować dieta każdy singel pełnowartościowy posiłek każdy dzień sum,10,jedzzwykopem przegryw rakcontent,3,1
"







            To już moja piąta wojna w tym trzecia na bliskim wschodzie

    


			    	    












 








",już mój piąty wojna ten trzeci bliski wschód,8,wojna afera iran usa,4,1
post,words,words_count,hashtags,hashtags_count,label
"







            Ten moment kiedy przeżyłem dwie Pustynne Burze wojnę w Jugosławii atak na WTC wojnę w Gruzji i zajęcie wschodniej Ukrainy i patrze jak wykopki srają w gacie bo Ryży wywołuje wojnę z Iranem która wisiała w powietrzu od czasu Busha Jr tylko po to żeby odwrócić uwagę od impeachmentu To samo zrobił młody Bush jak zaczął tracić poparcie czym wygrał wybory eskalacją w Iraku i II kadencję Piszcie te swoje kody k służbowy penis nic sie nie wydarzy Dolan po prostu odrobil lekcje z najnowszej historii USA
  


			    	    












 








",ten moment kiedy przeżyć dwa pustynny burza wojna Jugosławia atak WTC wojna Gruzja zajęcie wschodni ukraina pater jak wykopki srać gacie ryży wywoływać wojna Iran który wisieć powietrze czas Bush tylko żeby odwrócić uwaga impeachment sam zrobić młody Bush jak zacząć tracić poparcie czy wygrać wybory eskalacja Irak kadencja pisać swój kod służbowy penis nic si nie wydarzyć Dolany prosty odrobil lekcja nowy historia USA,65,iran,1,1
"







            Nawet nie wiem jak nazwać tak zrobione brwi   ʖ     



			    	    












 








",nawet nie wiedzieć jak nazwać tak zrobić brew,8,tinder rozowepaski,2,1
"







            Tymczasem w Białym Domu  



			    	    












 








",tymczasem biały dom,3,iran,1,1
"







              ʖ 
 



			    	    












 








",,0,notorasim,1,1
"







            W obliczu nadchodzącej wojny czyli początku Apokalipsy pytanie do ateistów
I co czyje na wierzchu Warto było ze Mną zadzierać
Ha tfu na was

     


			    	    












 








",oblicze nadchodzić wojna czyli początek apokalipsa pytanie ateista czyj wierzch warto być miąć zadzierać tfu wy,16,iran ww3 wojna heheszki bekazlewactwa,5,1
"







            Poczyniłam obiad
  



			    	    












 








",poczynić obiad,2,kuchnia gotujzwykopem,2,1
"







            Ale Boras łyknął baita aż dostał bólu dupy XD
   



			    	    












 








",ale Boras łyknąć baita dostać ból dupa,7,pilkanozna premierleague mecz,3,1
"







            Polsat dzisiaj tematycznie   ʖ     



			    	    












 








",Polsat dzisiaj tematycznie,3,iran usa polsat,3,1
"







            Trump mniej warty od Mbappe
    



			    	    












 








",Trump mało wart mbappe,4,pilkanozna heheszki iran usa,4,1
"







            Ale to mnie rozjebało potężnie
 



			    	    












 








",ale miąć rozjebać potężnie,4,iran,1,1
"







              



			    	    












 








",,0,pasta heheszki,2,1
"







              



			    	    












 








",,0,gretathunberg heheszki,2,1
"







            A pamiętacie jak w  siedzieliśmy tutaj krzycząc o wojnie jak był pucz w Turcji Hehe całe życie z wariatami KTO MA WIEDZIEĆ TEN WIE
    



			    	    












 








",pamiętać jak siedzieć tutaj krzyczeć wojna jak być pucz Turcja hehe cały życie wariat kto wiedzieć ten wiedzieć,18,iran turcja wojna pucz,4,1
"







                 



			    	    












 








",,0,humorobrazkowy iran usa wojna heheszki,5,1
"







            Śmieszne to trochę w sumie strzelają się rakietkami i wyzywają w internecie poprzez twittera powinni pograć sobie w gierki v puścić z tego streama i nikt postronny by nie cierpiał 
  


			    	    












 








",śmieszny trochę sum strzelać się rakietka wyzywać internet poprzez twitter powinny pograć soba gierka puścić ten streama nikt postronny nie cierpieć,21,iran wojna,2,1
post,words,words_count,hashtags,hashtags_count,label
"







            Wiem że też tak robisz   ʖ                 			



			    	    












 








",wiedzieć tenże tak robić,4,,0,1
"







            co koles odjebał w lata XD z grupy kfd     



			    	    












 








",koles odjebać latać grupa kfd,5,sterydy heheszki mikrokoksy mirkokoksy,4,1
"







            Kolejny dowód na to że nie ma ludzi brzydkich są po prostu biedni   ʖ Spójrzcie jak z normalnej dziewczyny robi się instagramową influencerkę   ʖ 
Jestem pod wrażeniem umiejętności lekarza

    



			    	    












 








",kolejny dowód nie człowiek brzydki prosty biedny spojrzeć jak normalny dziewczyna robić się instagramową influencerkę być pod wrażenie umiejętność lekarz,20,rozowepaski odchudzanie medycynaestetyczna niewiemjaktootagowac,4,1
"







             



			    	    












 








",,0,stonoga,1,1
"







            Każdy wytyka dzieci i wiek dla Korwina a tu proszę xD Karol Strasburger w wieku  lat poślubił  latkę i w zeszłym roku został ojcem งง  Gratulujemy dla pana Karola D 

   



			    	    












 








",każdy wytykać dziecko wiek dla Korwin prosić Karol Strasburger wiek lato poślubić Latka zeszły rok zostać ojciec gratulować dla pan Karol,21,heheszki suchar familiada,3,1
"







            Ech wiecie co Świat stoi w obliczu jednego z ważniejszych konfliktów XXI w a ja co robie Wale konia tak bije Niemca po kasku I dobrze mi z tym Jak mnie kiedyś guwniak aka wnuczek zapyta hej dziadek co robiles jak ta wojna na bliskim wschodzie wybuchła to ja dumnie mu odpowiem że trzepałem katiusze i niczego nie żałuje
 


			    	    












 








",echo wiedzieć świat stoa oblicze jeden ważny konflikt XXI roba wal koń tak bić niemiec kask dobrze ten jak miąć kiedy guwniak akać wnuczek zapytać hej dziadek robiles jak wojna bliski wschód wybuchły dumnie odpowiedzieć trzepać katiusza nic nie żałować,40,iran,1,1
"







               



			    	    












 








",,0,heheszki humorobrazkowy afera,3,1
"







            Ehc ten uczuć kiedy byłeś latem w  a teraz się tam napierdalają i dostajesz wiadomości od znajomych irakijczyków że są przerażeni 
Fota z centralnego bazaru w Erbilu
 i troche  



			    	    












 








",ehc ten uczucie kiedy być lato teraz się tam napierdalać dostawać wiadomości znajomy Irakijczyk przerażony fot centralny bazar erbilu troche,20,irak iran pokazmorde,3,1
"







            
                			



			    	    












 








",,0,codzienneokay,1,1
"







            Propaganda TAK SIĘ KOŃCZY NAKRĘCANIE SPIRALI ANTYKLERYKALNEJ NIENAWIŚCI LEWACKIE BOJÓWKI ATAKUJĄ NOŻEM KSIĘŻY Wszyscy potępić Uchwała Sejmu



Rzeczywistość Odbiło z przyczyn osobistych byłemu zakonnikowi i rzucił się z nożem na znajomego księdza raczej przejaw patologii wewnątrz Kościoła jeśli już



I tak się powoli żyje w świecie fejków

     



			    	    












 








",propaganda tak się kończyć nakręcać spirala antyklerykalny nienawiść lewacki bojówki atakować nóż księży wszystek potępić uchwała sejm rzeczywistość odbić przyczyna osobisty były zakonnik rzucić się nóż znajomy ksiądz raczy przejaw patologia wewnątrz kościół jeśli już tak się powoli żyć świat fejk,41,bekazprawakow bekazkatoli bekazpisu patologiazmiasta,4,1
"







            Andrzej duda zapowiedzial Oredzie Narodowe ale dopiero po tym jak zje Quritto w zestawie z granderem Zdjecie wykonane  minut temu
 



			    	    












 








",Andrzej duda zapowiedzial oredzie narodowy ale dopiero ten jak zjeść quritto zestaw granderem zdjecie wykonać minuta ten,17,iran,1,1
"







             Wtorek   

Jeśli masz kłopot potrzebujesz wsparcia chcesz komuś pomóc zostaw intencje w komentarzu Obejmie Was modlitwą kilkadziesiąt osób których nicki znajdziecie w grafiku

CZĘŚĆ BOLESNA

 Modlitwa w Ogrójcu
 Biczowanie Pana Jezusa
 Cierniem ukoronowanie
 Droga Krzyżowa Pana Jezusa
 Ukrzyżowanie Pana Jezusa

Miesiąc styczeń poświęcamy modlitwie o pokój na świecie zgodnie z prośbą Matki Bożej z Fatimy
Odmawiajcie codziennie różaniec aby uzyskać pokój dla świata i koniec wojny

      organizacja      

Intencje na dziś znajdują się w komentarzu do wpisu mogą być także podsyłane anonimowo wiadomością prywatną tak samo jak zgłoszenia chętnych do wspólnej modlitwy



Stworzyliśmy małe  w którym odpowiadamy na najczęściej pojawiające się pytania

Nowa formuła codziennego wpisu więcej 

 oraz 

Intencje zbieramy zawsze z jednodniowym wyprzedzeniem i ich lista na dziś jest w komentarzu do wpisu   ʖ   



			    	    












 








",wtorek jeśli mieć kłopot potrzebować wsparcie chcieć kto pomóc zostawić intencja komentarz objąć wy modlitwa kilkadziesiąt osoba który nick znajść grafik część bolesny modlitwa ogrójec biczować pan Jezus cierń ukoronowanie drogi krzyżowy pan Jezus ukrzyżowanie pan Jezus miesiąc styczeń poświęcać modlitwa pokój świat zgodnie prośba matka boży Fatima odmawiać codziennie różaniec aby uzyskać pokój dla świat koniec wojna organizacja intencja dziś znajdować się komentarz wpis móc bycie także podsyłać anonimowo wiadomość prywatny tak sam jak zgłoszenie chętny wspólny modlitwa stworzyć mały który odpowiadać często pojawiać się pytanie nowy formuła codzienny wpis dużo oraz intencja zbierać zawsze jednodniowy wyprzedzenie on lista dziś być komentarz wpis,104,mikromodlitwa mirkomodlitwa,2,1
"







            Na zdjęciu jeden z brytyjskich parlamentarzystów John Corwyn Michael Przed brexitem w wywiadzie dla BBC powiedział że

  Na dnie Europy w najbiedniejszych krajach są Popopolacy Oni sobie żyją bezpiecznie od kilkudziesięciu lat i jedyne co to chcieliby tylko żreć My Europejczycy mamy swoje cele ambicje i ideały za które walczymy i umieramy a oni chcą tylko żreć Nasze pieniądze pieniądze unijne przyp red nie mają być przeznaczone na ich przeżycie A poza tym Unia Europejska powinna zostać zreformowana

 

    
  



			    	    












 








",zdjęcie jeden brytyjski parlamentarzysta John corwyn Michael przed brexit wywiad dla BBC powiedzieć dna europ biedny kraj popopolacy on soba żyć bezpiecznie kilkadziesiąt lato jedyny chcieć tylko żreć europejczyk mama swój cel ambicja ideał który walczyć umierać on chcieć tylko żreć nasz pieniądz pieniądz unijny przyp reda nie maić bycie przeznaczyć on przeżycie poza ten unia europejski powinny zostać zreformować,60,takbylo heheszki korwin neuropa,4,1
"







            Jedyna zaleta mieszkania w Szczecinie  nie dolecą rakiety z Iranu XD
    



			    	    












 








",jedyny zaleta mieszkanie szczecina nie dolecieć rakieta Iran,8,heheszki humorobrazkowy szczecin iran,4,1
"







              

Koty na  

Jeśli nie chcesz przegapić następnej porcji kotów obserwuj tag 
Tradycyjnie więcej  w komentarzach
                			



			    	    












 








",kot jeśli nie chcieć przegapić następny porcja kot obserwować tag tradycyjnie dużo komentarz,13,smiesznekotki kitku koty dziendobry pierdzepokotach gif,6,1
post,words,words_count,hashtags,hashtags_count,label
"







            A to dobre 
      

 



			    	    












 








",dobry,1,humorobrazkowy twitter iran usa spiderman spongebob heheszki,7,1
"







             będą odznaki na profilu za ws  


			    	    












 








",być odznaka profil,3,iran,1,1
"







            Świat się ma walić a ci dalej swoje 

      



			    	    












 








",świat się walić daleko swój,5,iran ww3 tvpis bekazpisu szczecin radioszczecin,6,1
"







            Kiedy ktoś obraża twoją nekropolie
   



			    	    












 








",kiedy kto obrażać twój nekropolia,5,humorobrazkowy heroes3 heroesowememsy,3,1
